check_id,model_label,metric_name,source_value,expected_display,source_artifact,target_artifact,status,matched_line,notes
N0089,xgboost_gpu_stage3,bootstrap_ci_high,4.927118205265525,4.93,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0090,xgboost_gpu_stage3,bootstrap_ci_high,4.927118205265525,4.93,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/cross_asset_narrative_stage3_13_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0091,tcn_gpu_stage3,accuracy,0.5281819498872293,0.5282,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,INFO,"Temporal model như TCN nhìn một cửa sổ nhiều snapshot liên tiếp, nên có thể học được pattern động mà tabular model bỏ lỡ. Vì vậy TCN có thể cải thiện macro-F1 hoặc balanced accuracy trên forecasting.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0092,tcn_gpu_stage3,accuracy,0.5281819498872293,0.5282,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0093,tcn_gpu_stage3,accuracy,0.5281819498872293,0.5282,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,PASS,"- `tcn_gpu_stage3`: role `temporal pilot diagnostic / appendix`, accuracy `0.5282`, macro-F1 `0.4689`, MCC `0.2275`, caveat: Stride-10 sample-window khong nen so truc tiep voi full-row execution.",So lieu khop source table trong tolerance.
N0094,tcn_gpu_stage3,accuracy,0.5281819498872293,0.5282,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0095,tcn_gpu_stage3,accuracy,0.5281819498872293,0.5282,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/cross_asset_narrative_stage3_13_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0096,tcn_gpu_stage3,macro_f1,0.4688776156382125,0.4689,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,INFO,"Temporal model như TCN nhìn một cửa sổ nhiều snapshot liên tiếp, nên có thể học được pattern động mà tabular model bỏ lỡ. Vì vậy TCN có thể cải thiện macro-F1 hoặc balanced accuracy trên forecasting.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0097,tcn_gpu_stage3,macro_f1,0.4688776156382125,0.4689,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,INFO,"Insight: TCN có macro-F1 cao nhất nhưng MCC thấp hơn SGD/XGBoost. Khi đưa qua execution, RSEP không thắng cost-aware trên TCN stride-1. Đây là negative evidence có giá trị.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0098,tcn_gpu_stage3,macro_f1,0.4688776156382125,0.4689,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,PASS,"- `tcn_gpu_stage3`: role `temporal pilot diagnostic / appendix`, accuracy `0.5282`, macro-F1 `0.4689`, MCC `0.2275`, caveat: Stride-10 sample-window khong nen so truc tiep voi full-row execution.",So lieu khop source table trong tolerance.
N0099,tcn_gpu_stage3,macro_f1,0.4688776156382125,0.4689,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,PASS,"Ve forecasting, model manh nhat theo macro-F1 trong bang hien tai la tcn_gpu_stage3 voi macro-F1 0.4689. Tuy nhien TCN stride-1 cho thay bai hoc quan trong: cai thien macro-F1 khong tu dong chuyen thanh execution/RSEP tot hon.",So lieu khop source table trong tolerance.
N0100,tcn_gpu_stage3,macro_f1,0.4688776156382125,0.4689,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/cross_asset_narrative_stage3_13_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0101,tcn_gpu_stage3,mcc,0.2274774057999311,0.2275,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,INFO,"- MCC của TCN vẫn thấp hơn hoặc không vượt rõ SGD/XGBoost, nên cải thiện không đồng đều theo metric.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0102,tcn_gpu_stage3,mcc,0.2274774057999311,0.2275,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,INFO,"Insight: TCN có macro-F1 cao nhất nhưng MCC thấp hơn SGD/XGBoost. Khi đưa qua execution, RSEP không thắng cost-aware trên TCN stride-1. Đây là negative evidence có giá trị.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0103,tcn_gpu_stage3,mcc,0.2274774057999311,0.2275,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,PASS,"- `tcn_gpu_stage3`: role `temporal pilot diagnostic / appendix`, accuracy `0.5282`, macro-F1 `0.4689`, MCC `0.2275`, caveat: Stride-10 sample-window khong nen so truc tiep voi full-row execution.",So lieu khop source table trong tolerance.
N0104,tcn_gpu_stage3,mcc,0.2274774057999311,0.2275,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,PASS,"- `tcn_gpu_stage3`: temporal pilot diagnostic / appendix; macro-F1=0.4689, MCC=0.2275. Stride-10 sample-window khong nen so truc tiep voi full-row execution.",So lieu khop source table trong tolerance.
N0105,tcn_gpu_stage3,mcc,0.2274774057999311,0.2275,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/cross_asset_narrative_stage3_13_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0106,tcn_gpu_stage3,balanced_accuracy,0.469199602192841,0.4692,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,INFO,"Temporal model như TCN nhìn một cửa sổ nhiều snapshot liên tiếp, nên có thể học được pattern động mà tabular model bỏ lỡ. Vì vậy TCN có thể cải thiện macro-F1 hoặc balanced accuracy trên forecasting.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0107,tcn_gpu_stage3,balanced_accuracy,0.469199602192841,0.4692,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0108,tcn_gpu_stage3,balanced_accuracy,0.469199602192841,0.4692,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0109,tcn_gpu_stage3,balanced_accuracy,0.469199602192841,0.4692,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0110,tcn_gpu_stage3,balanced_accuracy,0.469199602192841,0.4692,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/cross_asset_narrative_stage3_13_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0111,tcn_gpu_stage3,test_rows,3354594.0,3354594,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0112,tcn_gpu_stage3,test_rows,3354594.0,3354594,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0113,tcn_gpu_stage3,test_rows,3354594.0,3354594,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0114,tcn_gpu_stage3,test_rows,3354594.0,3354594,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0115,tcn_gpu_stage3,test_rows,3354594.0,3354594,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/cross_asset_narrative_stage3_13_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0116,tcn_gpu_stage3,best_policy_net_pnl,-128.4293425721194,-128.43,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,INFO,"- `PARTIAL`: RSEP/statistical support, vì TCN stride-1 cho thấy RSEP không thắng cost-aware một cách universal; ETH within-asset vẫn cần đọc như replication/failure-analysis vì net PnL âm.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0117,tcn_gpu_stage3,best_policy_net_pnl,-128.4293425721194,-128.43,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0118,tcn_gpu_stage3,best_policy_net_pnl,-128.4293425721194,-128.43,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0119,tcn_gpu_stage3,best_policy_net_pnl,-128.4293425721194,-128.43,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0120,tcn_gpu_stage3,best_policy_net_pnl,-128.4293425721194,-128.43,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/cross_asset_narrative_stage3_13_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0121,tcn_gpu_stage3,rsep_test_net_pnl,-128.4293425721194,-128.43,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,INFO,"- Khi đưa qua execution, RSEP không thắng cost-aware trên TCN stride-1; bootstrap day-level có CI giao qua 0.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0122,tcn_gpu_stage3,rsep_test_net_pnl,-128.4293425721194,-128.43,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,INFO,"| `tcn_gpu_stage3_stride1` RSEP tuned | `+271.73` | `-814.17` | `5,435` |",Artifact chi nhac alias mo ho; khong ket luan mismatch.
N0123,tcn_gpu_stage3,rsep_test_net_pnl,-128.4293425721194,-128.43,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,INFO,"- `tcn_gpu_stage3_stride1`: role `main temporal fairness baseline with negative execution evidence`, accuracy `0.5281`, macro-F1 `0.4688`, MCC `0.2274`, caveat: Macro-F1 cao nhat nhung MCC thap hon SGD/XGBoost va RSEP khong thang cost-aware",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0124,tcn_gpu_stage3,rsep_test_net_pnl,-128.4293425721194,-128.43,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,INFO,"Ve forecasting, model manh nhat theo macro-F1 trong bang hien tai la tcn_gpu_stage3 voi macro-F1 0.4689. Tuy nhien TCN stride-1 cho thay bai hoc quan trong: cai thien macro-F1 khong tu dong chuyen thanh execution/RSEP tot hon.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0125,tcn_gpu_stage3,rsep_test_net_pnl,-128.4293425721194,-128.43,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/cross_asset_narrative_stage3_13_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0126,tcn_gpu_stage3,bootstrap_ci_low,0.022912905987358,0.02,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,INFO,"- Khi đưa qua execution, RSEP không thắng cost-aware trên TCN stride-1; bootstrap day-level có CI giao qua 0.",Artifact chi nhac alias mo ho; khong ket luan mismatch.
N0127,tcn_gpu_stage3,bootstrap_ci_low,0.022912905987358,0.02,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,INFO,"Insight: RSEP support không universal. SGD/XGBoost có CI dương, nhưng TCN stride-1 mixed và không support RSEP thắng cost-aware. Đây là lý do claim phải hạ giọng.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0128,tcn_gpu_stage3,bootstrap_ci_low,0.022912905987358,0.02,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,INFO,"- `C09` `PARTIAL` - Day-level bootstrap supports the statistical reading: Bootstrap hop le; SGD/XGBoost co CI duong, TCN stride-1 mixed/khong thang cost-aware.",Artifact chi nhac alias mo ho; khong ket luan mismatch.
N0129,tcn_gpu_stage3,bootstrap_ci_low,0.022912905987358,0.02,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0130,tcn_gpu_stage3,bootstrap_ci_low,0.022912905987358,0.02,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/cross_asset_narrative_stage3_13_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0131,tcn_gpu_stage3,bootstrap_ci_high,3.5549921488370075,3.55,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,INFO,"- Khi đưa qua execution, RSEP không thắng cost-aware trên TCN stride-1; bootstrap day-level có CI giao qua 0.",Artifact chi nhac alias mo ho; khong ket luan mismatch.
N0132,tcn_gpu_stage3,bootstrap_ci_high,3.5549921488370075,3.55,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,INFO,"Insight: RSEP support không universal. SGD/XGBoost có CI dương, nhưng TCN stride-1 mixed và không support RSEP thắng cost-aware. Đây là lý do claim phải hạ giọng.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0133,tcn_gpu_stage3,bootstrap_ci_high,3.5549921488370075,3.55,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,INFO,"- `C09` `PARTIAL` - Day-level bootstrap supports the statistical reading: Bootstrap hop le; SGD/XGBoost co CI duong, TCN stride-1 mixed/khong thang cost-aware.",Artifact chi nhac alias mo ho; khong ket luan mismatch.
N0134,tcn_gpu_stage3,bootstrap_ci_high,3.5549921488370075,3.55,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0135,tcn_gpu_stage3,bootstrap_ci_high,3.5549921488370075,3.55,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/cross_asset_narrative_stage3_13_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0136,tcn_gpu_stage3_stride1,accuracy,0.5281071238532205,0.5281,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,INFO,"Temporal model như TCN nhìn một cửa sổ nhiều snapshot liên tiếp, nên có thể học được pattern động mà tabular model bỏ lỡ. Vì vậy TCN có thể cải thiện macro-F1 hoặc balanced accuracy trên forecasting.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0137,tcn_gpu_stage3_stride1,accuracy,0.5281071238532205,0.5281,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0138,tcn_gpu_stage3_stride1,accuracy,0.5281071238532205,0.5281,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,PASS,"- `tcn_gpu_stage3_stride1`: role `main temporal fairness baseline with negative execution evidence`, accuracy `0.5281`, macro-F1 `0.4688`, MCC `0.2274`, caveat: Macro-F1 cao nhat nhung MCC thap hon SGD/XGBoost va RSEP khong thang cost-aware",So lieu khop source table trong tolerance.
N0139,tcn_gpu_stage3_stride1,accuracy,0.5281071238532205,0.5281,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0140,tcn_gpu_stage3_stride1,accuracy,0.5281071238532205,0.5281,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/cross_asset_narrative_stage3_13_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0141,tcn_gpu_stage3_stride1,macro_f1,0.4687752351367104,0.4688,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,INFO,"Temporal model như TCN nhìn một cửa sổ nhiều snapshot liên tiếp, nên có thể học được pattern động mà tabular model bỏ lỡ. Vì vậy TCN có thể cải thiện macro-F1 hoặc balanced accuracy trên forecasting.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0142,tcn_gpu_stage3_stride1,macro_f1,0.4687752351367104,0.4688,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,INFO,"Insight: TCN có macro-F1 cao nhất nhưng MCC thấp hơn SGD/XGBoost. Khi đưa qua execution, RSEP không thắng cost-aware trên TCN stride-1. Đây là negative evidence có giá trị.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0143,tcn_gpu_stage3_stride1,macro_f1,0.4687752351367104,0.4688,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,PASS,"- `tcn_gpu_stage3_stride1`: role `main temporal fairness baseline with negative execution evidence`, accuracy `0.5281`, macro-F1 `0.4688`, MCC `0.2274`, caveat: Macro-F1 cao nhat nhung MCC thap hon SGD/XGBoost va RSEP khong thang cost-aware",So lieu khop source table trong tolerance.
N0144,tcn_gpu_stage3_stride1,macro_f1,0.4687752351367104,0.4688,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,PASS,"- `tcn_gpu_stage3_stride1`: main temporal fairness baseline with negative execution evidence; macro-F1=0.4688, MCC=0.2274. Macro-F1 cao nhat nhung MCC thap hon SGD/XGBoost va RSEP khong thang cost-aware.",So lieu khop source table trong tolerance.
N0145,tcn_gpu_stage3_stride1,macro_f1,0.4687752351367104,0.4688,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/cross_asset_narrative_stage3_13_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0146,tcn_gpu_stage3_stride1,mcc,0.2273893800677564,0.2274,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,INFO,"- MCC của TCN vẫn thấp hơn hoặc không vượt rõ SGD/XGBoost, nên cải thiện không đồng đều theo metric.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0147,tcn_gpu_stage3_stride1,mcc,0.2273893800677564,0.2274,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,INFO,"Insight: TCN có macro-F1 cao nhất nhưng MCC thấp hơn SGD/XGBoost. Khi đưa qua execution, RSEP không thắng cost-aware trên TCN stride-1. Đây là negative evidence có giá trị.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0148,tcn_gpu_stage3_stride1,mcc,0.2273893800677564,0.2274,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,PASS,"- `tcn_gpu_stage3_stride1`: role `main temporal fairness baseline with negative execution evidence`, accuracy `0.5281`, macro-F1 `0.4688`, MCC `0.2274`, caveat: Macro-F1 cao nhat nhung MCC thap hon SGD/XGBoost va RSEP khong thang cost-aware",So lieu khop source table trong tolerance.
N0149,tcn_gpu_stage3_stride1,mcc,0.2273893800677564,0.2274,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,PASS,"- `tcn_gpu_stage3_stride1`: main temporal fairness baseline with negative execution evidence; macro-F1=0.4688, MCC=0.2274. Macro-F1 cao nhat nhung MCC thap hon SGD/XGBoost va RSEP khong thang cost-aware.",So lieu khop source table trong tolerance.
N0150,tcn_gpu_stage3_stride1,mcc,0.2273893800677564,0.2274,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/cross_asset_narrative_stage3_13_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0151,tcn_gpu_stage3_stride1,balanced_accuracy,0.4690906852368227,0.4691,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,INFO,"Temporal model như TCN nhìn một cửa sổ nhiều snapshot liên tiếp, nên có thể học được pattern động mà tabular model bỏ lỡ. Vì vậy TCN có thể cải thiện macro-F1 hoặc balanced accuracy trên forecasting.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0152,tcn_gpu_stage3_stride1,balanced_accuracy,0.4690906852368227,0.4691,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0153,tcn_gpu_stage3_stride1,balanced_accuracy,0.4690906852368227,0.4691,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0154,tcn_gpu_stage3_stride1,balanced_accuracy,0.4690906852368227,0.4691,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0155,tcn_gpu_stage3_stride1,balanced_accuracy,0.4690906852368227,0.4691,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/cross_asset_narrative_stage3_13_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0156,tcn_gpu_stage3_stride1,test_rows,33543827.0,33543827,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0157,tcn_gpu_stage3_stride1,test_rows,33543827.0,33543827,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0158,tcn_gpu_stage3_stride1,test_rows,33543827.0,33543827,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0159,tcn_gpu_stage3_stride1,test_rows,33543827.0,33543827,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0160,tcn_gpu_stage3_stride1,test_rows,33543827.0,33543827,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/cross_asset_narrative_stage3_13_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0161,tcn_gpu_stage3_stride1,best_policy_net_pnl,-787.9979672806533,-788.00,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,INFO,"- `PARTIAL`: RSEP/statistical support, vì TCN stride-1 cho thấy RSEP không thắng cost-aware một cách universal; ETH within-asset vẫn cần đọc như replication/failure-analysis vì net PnL âm.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0162,tcn_gpu_stage3_stride1,best_policy_net_pnl,-787.9979672806533,-788.00,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0163,tcn_gpu_stage3_stride1,best_policy_net_pnl,-787.9979672806533,-788.00,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0164,tcn_gpu_stage3_stride1,best_policy_net_pnl,-787.9979672806533,-788.00,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0165,tcn_gpu_stage3_stride1,best_policy_net_pnl,-787.9979672806533,-788.00,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/cross_asset_narrative_stage3_13_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0166,tcn_gpu_stage3_stride1,rsep_test_net_pnl,-814.1668892095277,-814.17,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,INFO,"- Khi đưa qua execution, RSEP không thắng cost-aware trên TCN stride-1; bootstrap day-level có CI giao qua 0.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0167,tcn_gpu_stage3_stride1,rsep_test_net_pnl,-814.1668892095277,-814.17,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,PASS,"| `tcn_gpu_stage3_stride1` RSEP tuned | `+271.73` | `-814.17` | `5,435` |",So lieu khop source table trong tolerance.
N0168,tcn_gpu_stage3_stride1,rsep_test_net_pnl,-814.1668892095277,-814.17,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,INFO,"- `tcn_gpu_stage3_stride1`: role `main temporal fairness baseline with negative execution evidence`, accuracy `0.5281`, macro-F1 `0.4688`, MCC `0.2274`, caveat: Macro-F1 cao nhat nhung MCC thap hon SGD/XGBoost va RSEP khong thang cost-aware",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0169,tcn_gpu_stage3_stride1,rsep_test_net_pnl,-814.1668892095277,-814.17,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,INFO,"- `tcn_gpu_stage3_stride1`: main temporal fairness baseline with negative execution evidence; macro-F1=0.4688, MCC=0.2274. Macro-F1 cao nhat nhung MCC thap hon SGD/XGBoost va RSEP khong thang cost-aware.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0170,tcn_gpu_stage3_stride1,rsep_test_net_pnl,-814.1668892095277,-814.17,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/cross_asset_narrative_stage3_13_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0171,tcn_gpu_stage3_stride1,bootstrap_ci_low,-4.460466065997088,-4.46,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,INFO,"- Khi đưa qua execution, RSEP không thắng cost-aware trên TCN stride-1; bootstrap day-level có CI giao qua 0.",Artifact chi nhac alias mo ho; khong ket luan mismatch.
N0172,tcn_gpu_stage3_stride1,bootstrap_ci_low,-4.460466065997088,-4.46,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,INFO,"Insight: RSEP support không universal. SGD/XGBoost có CI dương, nhưng TCN stride-1 mixed và không support RSEP thắng cost-aware. Đây là lý do claim phải hạ giọng.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0173,tcn_gpu_stage3_stride1,bootstrap_ci_low,-4.460466065997088,-4.46,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,INFO,"- `C09` `PARTIAL` - Day-level bootstrap supports the statistical reading: Bootstrap hop le; SGD/XGBoost co CI duong, TCN stride-1 mixed/khong thang cost-aware.",Artifact chi nhac alias mo ho; khong ket luan mismatch.
N0174,tcn_gpu_stage3_stride1,bootstrap_ci_low,-4.460466065997088,-4.46,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0175,tcn_gpu_stage3_stride1,bootstrap_ci_low,-4.460466065997088,-4.46,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/cross_asset_narrative_stage3_13_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0176,tcn_gpu_stage3_stride1,bootstrap_ci_high,4.449435357469534,4.45,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,INFO,"- Khi đưa qua execution, RSEP không thắng cost-aware trên TCN stride-1; bootstrap day-level có CI giao qua 0.",Artifact chi nhac alias mo ho; khong ket luan mismatch.
N0177,tcn_gpu_stage3_stride1,bootstrap_ci_high,4.449435357469534,4.45,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,INFO,"Insight: RSEP support không universal. SGD/XGBoost có CI dương, nhưng TCN stride-1 mixed và không support RSEP thắng cost-aware. Đây là lý do claim phải hạ giọng.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0178,tcn_gpu_stage3_stride1,bootstrap_ci_high,4.449435357469534,4.45,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,INFO,"- `C09` `PARTIAL` - Day-level bootstrap supports the statistical reading: Bootstrap hop le; SGD/XGBoost co CI duong, TCN stride-1 mixed/khong thang cost-aware.",Artifact chi nhac alias mo ho; khong ket luan mismatch.
N0179,tcn_gpu_stage3_stride1,bootstrap_ci_high,4.449435357469534,4.45,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
